slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
timestampFromUtcV1,Convert timestamp from UTC,Converts a timestamp from UTC to a given time zone.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Time zone"",""type"":""TimeZone"",""description"":""Target time zone. Will take daylight savings into account for cities, but not for three digit codes.""},{""name"":""Timestamp"",""type"":""Expression<Timestamp>"",""description"":""Timestamp column""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/timestampFromUtcV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampPartV1,Extract timestamp part,Extracts a part of a timestamp like year or day of week.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Timestamp>"",""description"":""Timestamp to extract from""},{""name"":""Part"",""type"":""Enum<Day of month, Day of week, Day of year, Hour of day, Millisecond of second, Minutes of hour, Month, Quarter, Second of minute, Week of year, and more ...>"",""description"":""Part of timestamp to extract""}]",Integer,https://palantir.com/docs/foundry/pb-functions-expression/timestampPartV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampSubtractV1,Timestamp subtract,Subtract value from timestamp in specified unit.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Timestamp"",""type"":""Expression<Timestamp>"",""description"":""Timestamp that will be modified""},{""name"":""Unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Months, Quarters, Seconds, Weeks, Years>"",""description"":""Time unit""},{""name"":""Value to subtract"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""Value that is subtracted from timestamp""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/timestampSubtractV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampToEpochMillisV1,Timestamp to epoch millis,Converts from timestamp in UTC to epoch milliseconds.,"[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Timestamp"",""type"":""Expression<Timestamp>"",""description"":""Timestamp to convert to epoch milliseconds""}]",Long,https://palantir.com/docs/foundry/pb-functions-expression/timestampToEpochMillisV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampToStringV2,Format timestamp as string,Returns the timestamp as a formatted string (ISO8601 by default).,"[""Cast"",""Datetime"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Timestamp"",""type"":""Expression<Timestamp> optional"",""description"":""The timestamp to convert to a string""},{""name"":""Format"",""type"":""Literal<String> optional"",""description"":""The format to use, defaults to ISO8601 with a zone offset""},{""name"":""Time zone"",""type"":""TimeZone"",""description"":""Defaults to UTC""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/timestampToStringV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
titleCaseV1,Title case,Converts the first character of each word to be uppercase and the rest lowercase.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""The string to convert to title case""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/titleCaseV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
tokenSetRatioV1,Token set ratio,"Compute the token set ratio between two strings. Token set ratio is a metric describing how similar two strings are,...",null,"[""Batch"",""Streaming""]","[{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""Do you want to ignore case when comparing the left and right strings?""},{""name"":""Left"",""type"":""Expression<String>"",""description"":""Left string to compare""},{""name"":""Right"",""type"":""Expression<String>"",""description"":""Right string to compare""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/tokenSetRatioV1/,线索,"[""parse_warning: args_missing_but_heading_present"",""category_missing_or_unparseable""]"
timestampToUtcV1,Convert timestamp to UTC,Converts a timestamp to UTC based on a given time zone.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Time zone"",""type"":""TimeZone"",""description"":""Time zone that the current timestamp is recorded in.""},{""name"":""Timestamp"",""type"":""Expression<Timestamp>"",""description"":""Timestamp column""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/timestampToUtcV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
transformArrayElementV1,Transform array element,"Maps each element of an array using an expression. Note, array index starts at 1.","[""Array""]","[""Batch"",""Streaming""]","[{""name"":""Array"",""type"":""Expression<Array<AnyType>>"",""description"":""Input array containing elements to apply the expression over""},{""name"":""Expression to apply"",""type"":""Expression<T>"",""description"":""The expression to apply once per element of the array""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/transformArrayElementV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
timestampTruncateV1,Truncate timestamp,Returns the timestamp truncated to the specified unit.,"[""Datetime""]","[""Batch"",""Faster""]","[{""name"":""Start"",""type"":""Expression<Timestamp>"",""description"":""no description""},{""name"":""Unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Months, Quarters, Seconds, Weeks, Years>"",""description"":""Time unit used to truncate""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/timestampTruncateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
transformMapKeysV1,Transform map keys,Transforms keys of a map by applying an expression to every key-value pair.,"[""Map""]","[""Batch"",""Streaming""]","[{""name"":""Expression to apply"",""type"":""Expression<K>"",""description"":""The expression to apply once per key-value pair of the map""},{""name"":""Map"",""type"":""Expression<Map<AnyType, V>>"",""description"":""Map expression""}]","Map<K, V>",https://palantir.com/docs/foundry/pb-functions-expression/transformMapKeysV1/,线索,"[""type_variable_bounds: K accepts AnyType**V accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
translateStringV1,Character-wise translate string,Replaces individual characters from the input column that are found in the matching with the corresponding...,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<AnyType>"",""description"":""Expression to translate""},{""name"":""Matching string"",""type"":""Literal<String>"",""description"":""String containing characters that match the input string""},{""name"":""Replacement string"",""type"":""Literal<String>"",""description"":""String containing characters to replace matching characters""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/translateStringV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
transformMapValuesV1,Transform map values,Transforms values of a map by applying an expression to every key-value pair.,"[""Map""]","[""Batch""]","[{""name"":""Expression to apply"",""type"":""Expression<V>"",""description"":""The expression to apply once per key-value pair of the map""},{""name"":""Map"",""type"":""Expression<Map<K, AnyType>>"",""description"":""Map expression""}]","Map<K, V>",https://palantir.com/docs/foundry/pb-functions-expression/transformMapValuesV1/,线索,"[""type_variable_bounds: K accepts AnyType**V accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
uniformRandomV1,Uniform random number,Returns a column of uniform random numbers drawn between 0 and 1. This is not deterministic and will not...,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Seed"",""type"":""Literal<Long>"",""description"":""Adding a seed means that the random numbers will be generated from same sequence at each build. If you want true random numbers this should not be supplied. A seed will not produce fully deterministic results since compute may run distributed and the order in which random numbers are pulled for rows is not guaranteed""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/uniformRandomV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
uncompactH3SetV1,Uncompact a set of H3 indices,Uncompact H3 indices to the specified resolution. All input indices must be at a resolution less than or...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""H3 set"",""type"":""Expression<Array<H3 Index>>"",""description"":""Set of H3 cells""},{""name"":""Resolution"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""H3 grid resolution between 0 and 15 (inclusive)""}]",Array<H3 Index>,https://palantir.com/docs/foundry/pb-functions-expression/uncompactH3SetV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
trimV1,Trim whitespace,Trims whitespace at beginning and end of string. Whitespace is defined as characters in any of: 1) Unicode's...,"[""Data preparation"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Input string to trim whitespace from""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/trimV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
unicodeNormalizeV1,Unicode normalize,Perform unicode normalization as per Unicode Standard Annex #15.,"[""Data preparation"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""},{""name"":""Normalization form"",""type"":""Enum<NFC, NFD, NFKC, NFKD>"",""description"":""no description""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/unicodeNormalizeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
uppercaseV1,Uppercase,Converts all characters in string to uppercase.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Expression to convert to uppercase""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/uppercaseV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
useLlmV3,Use LLM,Call an LLM with a configurable prompt.,"[""String""]","[""Batch"",""Faster""]","[{""name"":""Model"",""type"":""Model"",""description"":""The LLM model to use.""},{""name"":""Prompt"",""type"":""List<Expression<AnyType>>"",""description"":""The user prompt for an LLM model. Media items can also be used as prompts. Images and PDFs are supported. PDFs will be converted to a list of images before being passed to the LLM. If the entire prompt is empty or null, the output will be null. However, if individual columns in the prompt are null, they will be treated as <null>.""},{""name"":""System prompt"",""type"":""List<Expression<AnyType>>"",""description"":""The system prompt to pass to an LLM model. Media references are not supported in the system prompt.""},{""name"":""Output mode"",""type"":""Enum<Simple, With errors>"",""description"":""Choose to output as a simple output where the output is the type of the output type parameter and errors are returned as null, or output a struct with the output the output type and error as fields.""},{""name"":""Output type"",""type"":""Type<Array<AnyType> | Boolean | Date | Decimal | Double | Float | Integer | Long | Short | String | Struct | Timestamp>"",""description"":""The output type LLM responses should adhere to.""}]","Array<AnyType> | Boolean | Date | Decimal | Double | Float | Integer | Long | Short | String | Struct | Struct<ok <AnyType> | Boolean | Date | Decimal | Double | Float | Integer | Long | Short | String | Struct | Timestamp, error > | Timestamp",https://palantir.com/docs/foundry/pb-functions-expression/useLlmV3/,线索,"[""parse_warning: args_missing_but_heading_present""]"
